agrn,source_fy,lga_raw,council,source_url,repair_note,out_of_scope,extension_note
923,2020-21,Yass Valley,Yass Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Bega Valley,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Central Coast(extension as at 9 October 2020),Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,removed extension annotation from name; retained note,False,(extension as at 9 October 2020)
922,2020-21,Eurobodalla,Eurobodalla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Kiama,Kiama,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Shellharbour,Shellharbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Newcastle,Newcastle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,False,
922,2020-21,Wingecarribee (extension as at 9 October 2020),Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,removed extension annotation from name; retained note,False,(extension as at 9 October 2020)
1025,2021-22,Bayside,Bayside,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Blacktown,Blacktown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Blue Mountains,Blue Mountains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Bogan,Bogan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Bourke,Bourke,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Brewarrina,Brewarrina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Cabonne,Cabonne,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Camden,Camden,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Campbelltown,Campbelltown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Canterbury Bankstown,Canterbury-Bankstown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Central Coast,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Cessnock,Cessnock,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Cowra,Cowra,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Cumberland,Cumberland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Dubbo,Dubbo Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Dungog,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Fairfield,Fairfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Georges River,Georges River,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Hawkesbury,Hawkesbury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Hornsby,Hornsby,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Kempsey,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Kiama,Kiama,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Lake Macquarie,Lake Macquarie,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Lithgow,Lithgow,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Liverpool,Liverpool,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Maitland,Maitland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Mid Coast,Mid-Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Muswellbrook,Muswellbrook,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Nambucca,Nambucca Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Narromine,Narromine,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Newcastle,Newcastle,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Northern Beaches,Northern Beaches,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Oberon,Oberon,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Penrith,Penrith,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Port Macquarie Hastings,Port Macquarie-Hastings,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Parkes,Parkes,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Parramatta,Parramatta,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Port Stephens,Port Stephens,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Randwick,Randwick,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Shellharbour,Shellharbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Shoalhaven,Shoalhaven,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Singleton,Singleton,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Strathfield,Strathfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Sutherland,Sutherland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,The Hills,The Hills,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Upper Lachlan,Upper Lachlan,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Walgett,Walgett,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Warren,Warren,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Wingecarribee,Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Wollondilly,Wollondilly,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1025,2021-22,Wollongong,Wollongong,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1027,2021-22,Wingecarribee,Wingecarribee,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1014,2021-22,Broken Hill,Broken Hill,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Armidale,Armidale Regional,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Ballina,Ballina,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Bayside,Bayside,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Bega,Bega Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,manual token/alias repair,False,
1012,2021-22,Bellingen,Bellingen,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Blacktown,Blacktown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Blue Mountains,Blue Mountains,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Byron,Byron,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Camden,Camden,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Campbelltown,Campbelltown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Canterbury,Canterbury-Bankstown,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,manual token/alias repair,False,
1012,2021-22,Central Coast Cessnock,Central Coast,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,manual token/alias repair,False,
1012,2021-22,Central Coast Cessnock,Cessnock,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,manual token/alias repair,False,
1012,2021-22,Clarence Valley,Clarence Valley,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Coffs Harbour,Coffs Harbour,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Cumberland,Cumberland,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Dungog,Dungog,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Eurobodalla,Eurobodalla,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Fairfield,Fairfield,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Georges River,Georges River,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Glen Innes Severn,Glen Innes Severn,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Goulburn Mulwaree,Goulburn Mulwaree,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Hawkesbury,Hawkesbury,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Hornsby,Hornsby,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Inner West,Inner West,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
1012,2021-22,Kempsey,Kempsey,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,False,
